time U B V R I J H K
2.299050e-01 3.936843 6.264636 8.812134 10.064888 9.584905 4.033585 0.530990 -1.972233
2.383050e-01 3.069643 5.265600 7.721896 9.331657 10.413768 4.876798 1.166221 -1.498113
2.479920e-01 2.117147 4.226458 6.639392 8.323299 10.552124 5.971072 1.955000 -0.924781
2.544000e-01 1.446595 3.497432 5.849287 7.525657 10.035090 6.744484 2.458487 -0.571868
2.582430e-01 1.028456 3.040768 5.353357 7.018675 9.593726 7.221343 2.755612 -0.363549
2.628310e-01 0.514351 2.483060 4.745167 6.390590 8.994976 7.817808 3.118086 -0.109647
2.671010e-01 0.047605 1.978423 4.197200 5.827277 8.434198 8.351583 3.461597 0.133684
2.671020e-01 0.047605 1.977537 4.197198 5.826847 8.432019 8.351583 3.461597 0.133684
2.671210e-01 0.045104 1.975925 4.194698 5.824381 8.431698 8.354085 3.462688 0.135964
2.677890e-01 -0.027073 1.896163 4.109547 5.736845 8.342019 8.435388 3.515954 0.174121
2.722320e-01 -0.505031 1.378159 3.545931 5.155928 7.540822 9.108672 3.955829 0.485673
2.755910e-01 -0.881088 0.975677 3.109140 4.695582 7.056987 9.508554 4.208880 0.670243
2.800690e-01 -1.370213 0.455206 2.530351 4.068022 6.352693 9.929691 4.519117 0.905165
2.820990e-01 -1.552963 0.261374 2.319272 3.842493 6.100848 10.151976 4.688113 1.031355
2.865670e-01 -1.937517 -0.144431 1.856315 3.325400 5.488914 10.422795 5.006878 1.278693
2.898760e-01 -2.177277 -0.397517 1.570911 3.004894 5.115092 10.574202 5.273466 1.485401
2.939980e-01 -2.442058 -0.678315 1.236941 2.619706 4.638077 10.536530 5.582354 1.727451
2.939980e-01 -2.442058 -0.678315 1.236759 2.617721 4.638077 10.536530 5.582354 1.727451
2.939990e-01 -2.442516 -0.679878 1.236105 2.617665 4.636085 10.535175 5.582354 1.727451
2.940060e-01 -2.442516 -0.679883 1.234443 2.617149 4.633076 10.531542 5.583294 1.727634
2.941730e-01 -2.447517 -0.686205 1.222026 2.594575 4.575325 10.470876 5.616106 1.747815
2.972100e-01 -2.610409 -0.860581 1.004137 2.330768 4.216927 10.328013 5.874738 1.947133
2.999490e-01 -2.746270 -1.007725 0.822028 2.110955 3.940565 10.186970 6.093644 2.125879
3.024010e-01 -2.856676 -1.128557 0.665388 1.924293 3.710279 10.038669 6.296580 2.287107
3.042400e-01 -2.936099 -1.215354 0.554525 1.790474 3.548595 9.921832 6.456968 2.415472
3.127950e-01 -3.270255 -1.585259 0.093641 1.243551 2.887536 8.595150 7.220282 3.058622
3.153030e-01 -3.360694 -1.687269 -0.041339 1.083839 2.696545 8.391953 7.470498 3.250205
3.202620e-01 -3.531538 -1.884306 -0.301895 0.776700 2.327557 7.958070 7.996251 3.650923
3.258080e-01 -3.711970 -2.085336 -0.563777 0.464913 1.956545 7.526852 8.213768 4.163467
3.263640e-01 -3.729957 -2.106793 -0.592683 0.433532 1.917831 7.476857 8.270060 4.208885
3.271260e-01 -3.754945 -2.136958 -0.630361 0.387703 1.864111 7.406856 8.346303 4.272072
3.280770e-01 -3.785927 -2.173667 -0.678976 0.333078 1.797888 7.321066 8.436146 4.350249
3.302180e-01 -3.855912 -2.254769 -0.785794 0.206844 1.647313 7.121971 8.616641 4.524085
3.325430e-01 -3.933905 -2.344697 -0.902116 0.070473 1.484208 6.904569 8.775116 4.708277
3.348610e-01 -4.009409 -2.433153 -1.017456 -0.061517 1.325449 6.691345 8.894678 4.889797
3.365510e-01 -4.062922 -2.497633 -1.099658 -0.158368 1.210420 6.535601 8.952539 5.021032
3.397440e-01 -4.166463 -2.618178 -1.255612 -0.336331 0.998454 6.245697 9.011359 5.273073
3.422870e-01 -4.249026 -2.715514 -1.379104 -0.475982 0.831434 6.014074 8.995421 5.469585
3.448310e-01 -4.331613 -2.811903 -1.501170 -0.616802 0.667517 5.784086 8.934290 5.666051
3.473740e-01 -4.415217 -2.910581 -1.624730 -0.755264 0.503559 5.552392 8.825997 5.857478
3.510380e-01 -4.524368 -3.041206 -1.792332 -0.938292 0.307229 5.342414 8.611408 6.073856
3.529260e-01 -4.588022 -3.118414 -1.886684 -1.043377 0.184560 5.164050 8.472984 6.206924
3.568640e-01 -4.732916 -3.290775 -2.095929 -1.274464 -0.088558 4.739619 8.067092 6.455780
3.603380e-01 -4.861877 -3.444060 -2.277917 -1.473952 -0.320450 4.386692 7.699842 6.680016
3.649900e-01 -5.057611 -3.669782 -2.534485 -1.751977 -0.651716 3.815033 7.009322 6.921898
3.659900e-01 -5.095769 -3.713908 -2.584299 -1.805603 -0.715646 3.717288 6.897139 6.979836
3.696600e-01 -5.251321 -3.887637 -2.776559 -2.013799 -0.964321 3.293688 6.371366 7.126958
3.704910e-01 -5.285994 -3.926479 -2.818592 -2.057330 -1.016517 3.208349 6.269837 7.157155
3.724940e-01 -5.369305 -4.018420 -2.918719 -2.165288 -1.145940 2.992265 6.000824 7.204456
3.740570e-01 -5.433990 -4.088604 -2.993844 -2.247248 -1.242907 2.830512 5.803588 7.224752
3.750980e-01 -5.476620 -4.134953 -3.043677 -2.301561 -1.307656 2.724122 5.668617 7.225407
3.764000e-01 -5.531316 -4.192753 -3.103992 -2.366780 -1.387416 2.593249 5.507930 7.212022
